Categoria;Accion recomendada;Prioridad;ID Odoo;ID WooCommerce;Referencia interna;SKU WC;Nombre;Enlazado WC;Origen;Stock;Pedidos;Variantes;Tipo producto Odoo;Producto relacionado ID;Producto relacionado nombre;Causa / motivo;Notas
WC ENLAZADO OK;NO TOCAR;-;909;1191855;P-70130;P-70130;FISPOLY40, P-70130;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;910;1191856;P-70145;P-70145;FISPOLY40, P-70145;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;911;1191857;P-70121;P-70121;FISPOLY40, P-70121;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;912;1191858;P-70149;P-70149;FISPOLY40, P-70149;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;664;1191859;P-70137;P-70137;FISPOLY40, P-70137;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;913;1191860;P-70129;P-70129;FISPOLY40, P-70129;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;914;1191861;P-80124;P-80124;FISPOLY40, P-80124;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;915;1191862;P-70103;P-70103;FISPOLY40, P-70103;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;666;1191863;P-70161;P-70161;FISPOLY40, P-70161;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;916;1191864;P-70122;P-70122;FISPOLY40, P-70122;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;667;1191865;P-70135;P-70135;FISPOLY40, P-70135;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;669;1191866;P-70116;P-70116;FISPOLY40, P-70116;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;917;1191867;P-70138;P-70138;FISPOLY40, P-70138;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;918;1191868;P-36639;P-36639;FISPOLY40, P-36639;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;671;1191869;P-70152;P-70152;FISPOLY40, P-70152;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;919;1191870;P-70114;P-70114;FISPOLY40, P-70114;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;920;1191871;P-70118;P-70118;FISPOLY40, P-70118;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;921;1191872;P-36646;P-36646;FISPOLY40, P-36646;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;922;1191873;P-46603;P-46603;FISPOLY40, P-46603;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;923;1191874;P-10112;P-10112;FISPOLY40, P-10112;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;673;1191875;P-10115;P-10115;FISPOLY40, P-10115;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;924;1191876;P-60104;P-60104;FISPOLY40, P-60104;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;674;1191877;P-60116;P-60116;FISPOLY40, P-60116;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;925;1191878;P-60118;P-60118;FISPOLY40, P-60118;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;675;1191879;P-60121;P-60121;FISPOLY40, P-60121;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;926;1191880;P-40129;P-40129;FISPOLY40, P-40129;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;927;1191881;P-60122;P-60122;FISPOLY40, P-60122;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;676;1191882;P-16931;P-16931;FISPOLY40, P-16931;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;928;1191883;P-60134;P-60134;FISPOLY40, P-60134;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;677;1191884;P-46900;P-46900;FISPOLY40, P-46900;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;678;1191885;P-60113;P-60113;FISPOLY40, P-60113;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;929;1191886;P-46902;P-46902;FISPOLY40, P-46902;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;679;1191887;P-46901;P-46901;FISPOLY40, P-46901;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;930;1191888;P-60107;P-60107;FISPOLY40, P-60107;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;931;1191889;P-60114;P-60114;FISPOLY40, P-60114;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;680;1191890;P-60123;P-60123;FISPOLY40, P-60123;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;932;1191891;P-60124;P-60124;FISPOLY40, P-60124;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;681;1191892;P-60133;P-60133;FISPOLY40, P-60133;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;933;1191893;P-60115;P-60115;FISPOLY40, P-60115;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;682;1191894;P-60129;P-60129;FISPOLY40, P-60129;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;934;1191895;P-60136;P-60136;FISPOLY40, P-60136;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;683;1191896;P-60110;P-60110;FISPOLY40, P-60110;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;684;1191897;P-50147;P-50147;FISPOLY40, P-50147;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;935;1191898;P-50125;P-50125;FISPOLY40, P-50125;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;936;1191899;P-60131;P-60131;FISPOLY40, P-60131;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;937;1191900;P-60108;P-60108;FISPOLY40, P-60108;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;685;1191901;P-60119;P-60119;FISPOLY40, P-60119;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;938;1191902;P-60103;P-60103;FISPOLY40, P-60103;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;686;1191903;P-60132;P-60132;FISPOLY40, P-60132;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;939;1191904;P-80128;P-80128;FISPOLY40, P-80128;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;940;1191905;P-70110;P-70110;FISPOLY40, P-70110;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;941;1191906;P-80110;P-80110;FISPOLY40, P-80110;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;942;1191907;P-70141;P-70141;FISPOLY40, P-70141;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;943;1191908;P-80122;P-80122;FISPOLY40, P-80122;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;944;1191909;P-46862;P-46862;FISPOLY40, P-46862;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;945;1191910;P-46892;P-46892;FISPOLY40, P-46892;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;946;1191911;P-46881;P-46881;FISPOLY40, P-46881;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;947;1191912;P-70112;P-70112;FISPOLY40, P-70112;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;690;1191913;P-80144;P-80144;FISPOLY40, P-80144;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;948;1191914;P-46893;P-46893;FISPOLY40, P-46893;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;949;1191915;P-80102;P-80102;FISPOLY40, P-80102;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;950;1191916;P-80104;P-80104;FISPOLY40, P-80104;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;951;1191917;P-80142;P-80142;FISPOLY40, P-80142;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;693;1191918;P-70119;P-70119;FISPOLY40, P-70119;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;952;1191919;P-60102;P-60102;FISPOLY40, P-60102;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;695;1191920;P-46868;P-46868;FISPOLY40, P-46868;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;953;1191921;P-46889;P-46889;FISPOLY40, P-46889;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;698;1191922;P-40108;P-40108;FISPOLY40, P-40108;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;954;1191923;P-40101;P-40101;FISPOLY40, P-40101;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;955;1191924;P-40105;P-40105;FISPOLY40, P-40105;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;956;1191925;P-40100;P-40100;FISPOLY40, P-40100;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;700;1191926;P-40128;P-40128;FISPOLY40, P-40128;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;957;1191927;P-80109;P-80109;FISPOLY40, P-80109;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;958;1191928;P-40127;P-40127;FISPOLY40, P-40127;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;959;1191929;P-40113;P-40113;FISPOLY40, P-40113;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;960;1191930;P-80145;P-80145;FISPOLY40, P-80145;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;961;1191931;P-80119;P-80119;FISPOLY40, P-80119;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;701;1191932;P-46888;P-46888;FISPOLY40, P-46888;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;983;1191933;P-80129;P-80129;FISPOLY40, P-80129;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;702;1191934;P-90103;P-90103;FISPOLY40, P-90103;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;962;1191935;P-60137;P-60137;FISPOLY40, P-60137;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;963;1191936;P-60112;P-60112;FISPOLY40, P-60112;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;706;1191937;P-90100;P-90100;FISPOLY40, P-90100;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;707;1191938;P-40132;P-40132;FISPOLY40, P-40132;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;964;1191939;P-80130;P-80130;FISPOLY40, P-80130;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;965;1191940;P-60139;P-60139;FISPOLY40, P-60139;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;709;1191941;P-60127;P-60127;FISPOLY40, P-60127;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;966;1191942;P-80131;P-80131;FISPOLY40, P-80131;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;710;1191943;P-60135;P-60135;FISPOLY40, P-60135;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;967;1191944;P-90105;P-90105;FISPOLY40, P-90105;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;711;1191945;P-10250;P-10250;FISPOLY40, P-10250;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;714;1191946;P-20149;P-20149;FISPOLY40, P-20149;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;716;1191947;P-20147;P-20147;FISPOLY40, P-20147;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3525;1191986;;;DESCARGAS;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3138;1192058;ENTADHESIVA50;ENTADHESIVA50;ENTRETELA ADHESIVA LTB;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3272;1192129;LED 98TD;LED 98TD;FLEXO LED ARTICULADO;SI;WC;;;1;consu;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3273;1192132;LED 98 TSD;LED 98 TSD;FLEXO LED ARTICULADO FLEXIBLE;SI;WC;;;1;consu;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3274;1192134;AOM-30;AOM-30;FLEXO PEQUEÑO LED FLEXIBLE;SI;WC;;;1;consu;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3275;1192137;H-30 UV+WHITE;H-30 UV+WHITE;FLEXO LED FLEXIBLE ULTRAVIOLETA;SI;WC;;;1;consu;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3524;1192148;LTB-1528;LTB-1528;COLOR 1528;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3523;1192152;LTB-1538;LTB-1538;COLOR 1538;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3522;1192153;LTB-1611;LTB-1611;COLOR 1611;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3521;1192154;LTB-1614;LTB-1614;COLOR 1614;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3520;1192155;LTB-1615;LTB-1615;COLOR 1615;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3519;1192156;LTB-1616;LTB-1616;COLOR 1616;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3518;1192157;LTB-1619;LTB-1619;COLOR 1619;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3517;1192158;LTB-1631;LTB-1631;COLOR 1631;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3554;1192159;LTB-1637;LTB-1637;COLOR 1637;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3555;1192160;LTB-1645;LTB-1645;COLOR 1645;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3553;1192161;LTB-1657;LTB-1657;COLOR 1657;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3552;1192162;LTB-1659;LTB-1659;COLOR 1659;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3551;1192163;LTB-1670;LTB-1670;COLOR 1670;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3550;1192164;LTB-1678;LTB-1678;COLOR 1678;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3549;1192165;LTB-1703;LTB-1703;COLOR 1703;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3548;1192166;LTB-1704;LTB-1704;COLOR 1704;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3547;1192167;LTB-1706;LTB-1706;COLOR 1706;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3546;1192168;LTB-1709;LTB-1709;COLOR 1709;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3544;1192169;LTB-1725;LTB-1725;COLOR 1725;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3545;1192170;LTB-1726;LTB-1726;COLOR 1726;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3542;1192171;LTB-1729;LTB-1729;COLOR 1729;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3543;1192172;LTB-1751;LTB-1751;COLOR 1751;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3541;1192173;LTB-1753;LTB-1753;COLOR 1753;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3540;1192174;LTB-1760;LTB-1760;COLOR 1760;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3539;1192175;LTB-1763;LTB-1763;COLOR 1763;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3538;1192176;LTB-1769;LTB-1769;COLOR 1769;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3537;1192177;LTB-1771;LTB-1771;COLOR 1771;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3536;1192178;LTB-1775;LTB-1775;COLOR 1775;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3535;1192179;LTB-1776;LTB-1776;COLOR 1776;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3534;1192180;LTB-1778;LTB-1778;COLOR 1778;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3533;1192181;LTB-1784;LTB-1784;COLOR 1784;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3532;1192182;LTB-1790;LTB-1790;COLOR 1790;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3530;1192183;LTB-1797;LTB-1797;COLOR 1797;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3531;1192184;LTB-1799;LTB-1799;COLOR 1799;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3528;1192185;LTB-1811;LTB-1811;COLOR 1811;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3529;1192186;LTB-1816;LTB-1816;COLOR 1816;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3526;1192187;LTB-1828;LTB-1828;COLOR 1828;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3527;1192188;LTB-1841;LTB-1841;COLOR 1841;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3583;1192189;LTB-1842;LTB-1842;COLOR 1842;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3582;1192190;LTB-1843;LTB-1843;COLOR 1843;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3581;1192191;LTB-1848;LTB-1848;COLOR 1848;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3580;1192192;LTB-1851;LTB-1851;COLOR 1851;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3579;1192193;LTB-1855;LTB-1855;COLOR 1855;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3578;1192194;LTB-1866;LTB-1866;COLOR 1866;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3577;1192195;LTB-1874;LTB-1874;COLOR 1874;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3576;1192196;LTB-1878;LTB-1878;COLOR 1878;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3575;1192197;LTB-1880;LTB-1880;COLOR 1880;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
WC ENLAZADO OK;NO TOCAR;-;3574;1192198;LTB-1890;LTB-1890;COLOR 1890;SI;WC;;;1;product;;;Producto correctamente sincronizado con WooCommerce;
